Steps,Weight (kg),Sleep Duration (hours),Calories Burned,Water Intake (L),Health Status
7514,86.4,7.8,1762,2.2,Healthy
7533,86.2,5.9,1913,2.7,Healthy
7184,86.4,4.3,1963,1.2,Healthy
7589,86.1,5.2,1870,2.2,Healthy
7906,85.5,5,2093,2.2,Healthy
7220,86.1,5.4,1701,2.3,Healthy
7954,86.2,8.2,2141,1.4,Healthy
7682,86.2,5.2,1913,2.4,Healthy
7308,86,6.2,1976,1.2,Healthy
7332,85.9,5.6,2148,2,Healthy
7862,85.9,7.4,1717,2.1,Healthy
7719,86,5.7,1781,2.5,Healthy
7705,85.7,7.1,1817,1.2,Healthy
7801,85.6,5.4,2024,1.6,Healthy
7428,86.4,4,2050,1.1,Healthy
7825,86,4.7,1659,2.1,Healthy
7901,86.1,8.1,2065,1.2,Healthy
7321,86.3,5.4,1642,1,Healthy
7717,85.9,4.5,2077,1.8,Healthy
7198,86.4,6.3,1624,2.8,Healthy
7424,86.3,7.4,1612,1.5,Healthy
7176,86.5,6.7,1984,2.1,Healthy
7714,86.2,8.7,1587,2,Healthy
7377,86.3,6.1,1948,2.1,Healthy
7052,86.1,4.9,1592,2.4,Healthy
7487,86.1,5.7,1633,1.5,Healthy
8041,85.6,7.9,1860,2.1,Healthy
7717,85.5,5.9,1888,2.5,Healthy
7645,85.5,7.9,1986,1,Healthy
7623,85.6,6.6,1922,2.9,Healthy
7512,86.2,9,1852,2.7,Healthy
7290,86.1,8.8,1880,2.7,Healthy
7862,85.8,4.4,1606,2.5,Healthy
7853,86.1,4.9,1615,1.2,Healthy
7834,85.9,4.1,2068,2.5,Healthy
7154,86.3,8,2132,1.5,Healthy
7073,85.6,5.5,1714,2.2,Healthy
8005,85.9,5,1831,2.7,Healthy
7545,86,5.6,1853,1,Healthy
7201,86.2,4.2,1834,1.9,Healthy
7065,86,7.2,1878,1.5,Healthy
7239,86.2,6.3,1586,1.3,Healthy
7904,86.3,4.8,1795,2.5,Healthy
7617,86.3,7.3,1682,2.6,Healthy
7112,86.4,8.3,1913,1.4,Healthy
7888,86,8.5,1706,2.7,Healthy
7562,86.3,5.4,2172,1.2,Healthy
7633,86.2,5.4,1799,1.7,Healthy
7190,86,8.5,1666,1.4,Healthy
7881,85.7,7.6,2080,1.6,Healthy
7247,86.3,6.5,1912,2.8,Healthy
7663,85.8,6.3,2096,2.4,Healthy
7361,85.8,4.7,1923,1.8,Healthy
7995,85.9,6.6,2112,1.8,Unhealthy
7527,85.8,7.1,1794,1.5,Healthy
7942,85.7,8.4,2005,1.6,Healthy
7832,85.8,5.5,1976,2,Healthy
7818,85.7,6.3,1642,2.9,Healthy
7610,86.3,6.1,1944,1.7,Healthy
7675,86.3,5.6,2176,2.5,Healthy
7445,85.8,5.1,2155,1.6,Healthy
7378,85.7,5.9,2138,1.9,Healthy
7511,86.3,4.8,1844,1.8,Healthy
7994,85.9,8,2150,1.4,Unhealthy
7872,86.3,4.3,1586,3,Healthy
7276,85.5,4.3,1973,2.3,Healthy
7301,86.2,4.1,1667,2.9,Healthy
7050,85.7,8,1990,1.2,Healthy
7027,85.5,5.8,2093,3,Healthy
7388,86.1,5.1,2007,2,Healthy
7995,86.3,8.6,2144,2.7,Unhealthy
7816,86.2,4.7,2061,1.6,Healthy
7855,85.7,7,1740,1.2,Healthy
7122,85.8,5.6,1963,2.7,Healthy
7967,85.9,4.5,1721,2.6,Healthy
7902,85.7,5.9,1998,1.2,Healthy
7299,85.7,8.3,1627,2.2,Healthy
7180,86.1,5.4,1868,2.3,Healthy
7458,86,4,2006,1.5,Healthy
7068,86.3,7.2,1822,2.1,Healthy
7066,86.2,5.6,2075,2.7,Healthy
7447,86.1,7,2057,2.4,Healthy
7264,86.2,6.7,1852,2.2,Healthy
7837,85.6,7.9,1832,2.9,Healthy
7429,86,4.3,2175,2.5,Healthy
7041,86.3,7,1606,1.5,Healthy
7284,86,5.8,2056,1.9,Healthy
7096,85.9,6.6,2098,2.4,Healthy
7811,85.5,5.6,2086,1.3,Healthy
7471,86.3,4,1609,2.4,Healthy
7269,86.1,6.4,1781,1.1,Healthy
7207,86.4,5.5,2134,2.4,Healthy
7812,86.3,6.7,2145,2.1,Healthy
7197,86.3,4,1740,1.5,Healthy
7603,86.5,5.5,1996,2.2,Healthy
7986,85.6,8.9,1802,2.9,Healthy
7568,85.8,8,1987,1.8,Healthy
7942,86.2,4.3,1846,2.8,Healthy
7540,86.3,8,2018,2,Healthy
7728,85.8,8.5,2075,1.1,Healthy
8006,86.4,8.8,1857,1,Healthy
7257,86.1,8.8,1587,1.8,Healthy
7397,85.9,5.3,2160,2.3,Healthy
7228,86.5,7.3,1942,2,Healthy
7719,85.7,5.9,1939,1.8,Healthy
7593,85.8,7.5,1770,1.3,Healthy
7606,86.5,4.7,2135,2.1,Healthy
7241,85.6,5.3,1826,1.3,Healthy
7903,85.7,7.8,1684,2.4,Healthy
7796,86,5.5,1959,1.3,Healthy
7194,85.9,6.4,1694,1.5,Healthy
7360,86,7.6,1615,2.6,Healthy
7895,86.1,6.2,2029,1.9,Healthy
7105,85.7,8.3,1765,1.6,Healthy
7876,86.1,7.9,1869,2.9,Healthy
7863,86.3,8.4,1972,1.6,Healthy
7678,86.3,8.1,1670,1.7,Healthy
7924,85.8,4.5,1599,2.7,Healthy
7336,86.3,7.7,1580,2.8,Healthy
7747,85.6,4.6,2070,1.2,Healthy
7190,86.4,5.7,1603,2.4,Healthy
7833,85.7,7.5,1977,2.8,Healthy
7917,86.4,7.1,1815,1,Healthy
7311,85.9,5.5,2144,1.7,Healthy
7397,85.8,7.3,1598,2.9,Healthy
7535,85.5,5.1,1956,1.7,Healthy
7414,86.5,7,1928,3,Healthy
7065,85.6,6.3,1825,1.8,Healthy
7290,85.5,8.2,1761,1.2,Healthy
7026,86,4.6,1625,1.3,Healthy
7631,86.3,5,1924,2,Healthy
7788,86,4.1,1903,1.8,Healthy
7056,86.4,4.9,1932,2.8,Healthy
7403,85.9,8.2,2039,1.7,Healthy
7209,86.4,7.3,1797,1.1,Healthy
7492,85.5,5.2,1589,1.3,Healthy
7393,85.9,7.1,2088,2,Healthy
7599,85.7,5.9,1995,2.9,Healthy
7507,86,6.6,1870,2.6,Healthy
7804,85.6,4.2,1600,2.7,Healthy
7682,86,7,1697,1.3,Healthy
7586,86.2,6.4,1744,2.9,Healthy
7637,86.2,4.8,2052,2.1,Healthy
7144,86.1,5.9,1649,1.3,Healthy
7084,85.8,5.9,2007,2.8,Healthy
7572,86,4.3,2123,1.8,Healthy
7685,85.7,6.2,1814,2.3,Healthy
7582,85.8,5,2139,1.2,Healthy
7479,85.6,8.2,1797,1.5,Healthy
7111,85.8,8.9,1875,2.2,Healthy
7270,86.4,6,1902,2,Healthy
7828,86.3,5.2,2022,1.4,Healthy
7146,86.5,5.1,1770,1,Healthy
7663,86.1,5.3,2095,2.6,Healthy
7110,86.1,4.3,2039,2.9,Healthy
7429,85.5,4.8,1651,2.3,Healthy
7222,86,7.9,1796,2.1,Healthy
7182,86,7.1,1668,1.6,Healthy
7785,86,7.6,1613,1.6,Healthy
7779,86.1,7,2135,1.1,Healthy
7845,86.2,5.5,1901,1.2,Healthy
7631,86.5,7,2034,1,Healthy
7332,85.6,4,2102,1,Healthy
7237,86,6.8,1754,1.4,Healthy
7904,86.4,4.4,1772,1.2,Healthy
7332,86.1,7.6,2013,1.2,Healthy
7768,86.4,7.8,1832,1.9,Healthy
7187,86.4,5,1689,1.2,Healthy
7850,86.3,7,1770,1.6,Healthy
7976,86.3,4.6,1641,2.6,Healthy
7637,85.9,6.8,1809,2.1,Healthy
7887,86,5.7,1755,2.2,Healthy
7837,85.7,8.4,1963,2.5,Healthy
6983,86.5,8,1678,1.2,Healthy
7105,86,8.5,1639,2.6,Healthy
7054,85.8,6,2046,2.6,Healthy
7454,86.2,7.7,2052,1,Healthy
7120,85.7,7.7,1674,1.2,Healthy
7155,85.8,8.5,1951,3,Healthy
7906,85.8,5.8,1950,2.5,Healthy
7872,86.4,6.9,1866,2.7,Healthy
7348,85.8,4.7,1975,2.8,Healthy
7831,86.4,6.6,2142,2.8,Healthy
7813,86.5,4.4,1881,1.3,Healthy
7588,85.5,5.3,1996,2.7,Healthy
7641,86,6.2,1697,2.8,Healthy
7602,86.4,8.8,1999,2.3,Healthy
7750,86.2,8.4,1591,1.3,Healthy
7856,86.1,5.7,1851,2,Healthy
7690,86.4,6,1632,2.3,Healthy
7473,85.8,7.8,1703,1.5,Healthy
6975,86.5,6,1806,1.7,Healthy
7656,85.5,4.4,2029,2.1,Healthy
7365,85.9,6.6,1595,1.3,Healthy
7275,86.2,4.3,1772,2.4,Healthy
7862,86,5.3,2064,2.5,Healthy
7062,86.4,6.7,1620,2.6,Healthy
7926,85.5,4.3,1989,2.2,Healthy
7785,85.7,6.6,1659,1.6,Healthy
6994,85.6,7.9,1752,2.4,Healthy
7060,86.5,6,2065,1.8,Healthy
7458,86.1,7.8,1938,2.3,Healthy
7328,85.6,5.9,2025,2.4,Healthy
7762,85.5,6.6,1909,2.8,Healthy
7667,85.6,7.9,1972,1.3,Healthy
7762,85.5,6.1,1696,2.8,Healthy
7448,85.7,4,1760,2.7,Healthy
7367,86.2,7.2,1817,1.7,Healthy
7350,86.1,5.6,1672,2.2,Healthy
7345,85.8,5.2,1813,1.1,Healthy
7163,86.2,4.5,1900,2.2,Healthy
7169,85.8,6.8,2134,2.7,Healthy
7720,86.4,8.1,1880,1,Healthy
7068,86.4,7.6,1693,2.8,Healthy
7062,86,8.1,2020,2.1,Healthy
7545,85.6,6.5,1746,2.4,Healthy
7629,86.5,5.6,1892,1.5,Healthy
7885,86.3,7.1,2026,1.5,Healthy
7409,85.8,4.5,1644,2.8,Healthy
7870,86.1,5.1,1638,1.8,Healthy
7694,86.4,7.9,1938,1.1,Healthy
7064,85.6,4.7,1915,1.8,Healthy
7580,85.5,4.5,1658,1.5,Healthy
7405,86.2,5.3,1749,1.1,Healthy
7113,86,8.5,2059,1.3,Healthy
7487,85.9,4.4,1900,2.3,Healthy
7936,86.2,4.2,2050,1.4,Healthy
7016,86.3,8.2,1779,1.6,Healthy
7341,85.7,9,1599,1.9,Healthy
7619,86.1,5.2,1794,2.2,Healthy
7639,85.6,7,1667,1.7,Healthy
7607,85.7,8.1,1889,1.8,Healthy
7013,86,7.5,1919,2.8,Healthy
7746,85.9,8.2,2148,2.6,Healthy
7692,86.4,4,2127,2.1,Healthy
7279,85.6,7.2,1854,2.5,Healthy
6948,86.3,5.1,2009,2.7,Healthy
7096,85.9,4.5,1706,1.4,Healthy
7780,86.2,5.4,1987,2.6,Healthy
7785,86.1,5.8,1816,2.3,Healthy
7419,85.5,5.5,2085,2.7,Healthy
7256,85.7,5.6,1628,1.6,Healthy
7067,85.5,4.4,1899,1.6,Healthy
7266,86,4.1,1926,2.8,Healthy
7459,85.6,8.8,1783,1.1,Healthy
7779,86,7.3,2005,2.9,Healthy
7623,86.5,7.8,1784,2.5,Healthy
7467,85.9,5.1,1972,1.6,Healthy
7670,86.2,4.7,2046,1.9,Healthy
7300,86.1,8.7,1756,1.7,Healthy
7211,86.4,8.1,1968,1.9,Healthy
7813,86.3,6,1960,1.4,Healthy
7632,85.5,6.7,1563,2.4,Healthy
7529,85.7,6.9,1664,1.5,Healthy
7661,85.7,4.1,1795,2.8,Healthy
7885,85.8,6.1,2004,2.7,Healthy
7744,85.7,7.2,1588,1.7,Healthy
7066,85.8,5.6,1970,2,Healthy
6961,86.4,6.2,1972,1.8,Healthy
7597,86,5.5,1636,1.8,Healthy
7728,86.1,6.9,1569,1.1,Healthy
7777,86.3,5,1639,1.6,Healthy
7327,86.5,7.1,1804,1.1,Healthy
7897,85.8,6.4,1993,2,Healthy
7524,86.1,6.6,2117,1.2,Healthy
7268,85.9,8,1783,2,Healthy
7007,86.5,8.1,1664,1.2,Healthy
7600,86.5,5,1826,2.1,Healthy
7722,86.3,5,1942,1.8,Healthy
7688,86.3,6.2,1721,2.9,Healthy
6993,86.3,7.4,2100,3,Healthy
7112,86,5.9,1734,2.3,Healthy
7290,86.2,4.9,1579,2.5,Healthy
7909,86.4,4.6,1951,2,Healthy
7625,86.2,4.4,1934,2.7,Healthy
7000,85.8,7,1562,2.8,Healthy
7863,86.1,7.2,2118,1.9,Healthy
7176,86,5.1,1729,2.8,Healthy
6993,85.6,7.5,2022,1.3,Healthy
7322,86.5,7.6,1713,2.4,Healthy
7647,85.7,7.7,1678,2.2,Healthy
7058,86.4,4.9,1836,2.5,Healthy
7026,86.5,7.6,1672,1.6,Healthy
7909,85.9,8.9,1609,1.3,Healthy
7557,86.4,7.2,1603,2.3,Healthy
7607,86.4,4.7,2054,2.6,Healthy
6956,85.7,4.6,1888,2.1,Healthy
7667,86.2,6.1,1641,2,Healthy
7593,86.2,7.1,1841,2.5,Healthy
7858,86.4,7.1,1753,2.4,Healthy
7293,85.5,4.9,1671,2.8,Healthy
7552,86.4,5.1,2097,2.6,Healthy
7479,86.3,7,1911,1.6,Healthy
7366,86.1,6.5,1632,2.4,Healthy
7853,86.1,8,1967,2,Healthy
7219,86.1,6.4,2088,1.8,Healthy
7242,86.3,7.1,1938,2.4,Healthy
7025,85.7,8.2,2138,1.5,Healthy
7748,86.1,6.3,2037,1,Healthy
7515,86.2,7.2,1782,2.1,Healthy
7822,85.6,8.4,1746,2.8,Healthy
7696,85.7,5.4,1758,1.3,Healthy
7855,86.2,6.2,1808,2.8,Healthy
6934,85.7,7.4,1893,1.2,Healthy
7322,85.6,7.4,1725,1.5,Healthy
7451,85.9,4.1,1662,2.5,Healthy
7497,86,7.2,1758,1.1,Healthy
7583,85.8,8.3,1814,1.7,Healthy
7768,86.5,7.9,2047,2.7,Healthy
7059,85.7,6.6,1860,1.7,Healthy
7834,86.1,8.7,1632,1.9,Healthy
7334,85.5,4.5,1839,1.1,Healthy
7577,86.3,5.3,1887,1,Healthy
7600,85.5,6.9,1736,2.3,Healthy
7107,86,6.3,1836,2.2,Healthy
7351,86.4,7.5,2009,2.1,Healthy
7858,85.5,8.3,1876,1.5,Healthy
7815,85.8,7.2,1908,1.8,Healthy
6941,86.3,6.9,1762,1.9,Healthy
7023,86.3,7.1,1945,2,Healthy
7566,86.1,5.6,1978,3,Healthy
7103,85.8,5.9,2118,3,Healthy
7504,86.4,7.4,1728,1.7,Healthy
7428,85.6,6.7,1793,2.4,Healthy
7903,85.6,6.7,2128,2.7,Healthy
7156,86.2,8.7,1632,1.4,Healthy
6951,86.2,4.5,1804,2.8,Healthy
7181,85.6,5.5,2089,1.6,Healthy
7083,86.3,7.4,2066,2.5,Healthy
7360,86.3,7.7,1842,2.7,Healthy
6938,85.8,8,1574,1.1,Healthy
7185,85.7,8.9,2052,1.5,Healthy
7187,85.6,7.6,1871,1.6,Healthy
7855,85.8,6.3,1901,1.1,Healthy
7532,86.1,7.5,2057,2.8,Healthy
7049,86,6.3,1716,2.7,Healthy
7649,85.6,7.2,2134,2.5,Healthy
7641,85.8,6.4,1881,1.8,Healthy
7877,85.9,8,1607,1.7,Healthy
7706,85.5,8.8,2035,2.3,Healthy
7163,85.6,6.7,2048,1.2,Healthy
7122,85.9,5.4,2138,1.9,Healthy
7804,85.6,6,1661,2.8,Healthy
7257,85.8,5,1828,2.1,Healthy
7797,85.8,8.3,1602,2.5,Healthy
7810,85.8,7.2,1591,1.5,Healthy
7168,86.3,4.9,1691,2.5,Healthy
7178,86.4,6,1787,2.2,Healthy
7207,85.7,7.2,1804,1.7,Healthy
7078,85.6,6.4,1937,2.1,Healthy
7021,85.7,7.9,1623,2,Healthy
7650,85.9,7.8,1557,2.7,Healthy
7807,86,8,1691,2.2,Healthy
7518,85.8,6.2,1618,1.2,Healthy
7471,85.9,4.8,1625,1.9,Healthy
7839,85.8,7.4,2024,1.1,Healthy
7073,86.4,8.4,1595,1.5,Healthy
7428,86,8.2,1805,1.9,Healthy
7672,86,6.6,1898,2.3,Healthy
6938,86.3,6.6,1961,1.2,Healthy
7340,85.6,8.4,1967,1.2,Healthy
7326,86.2,7.6,1844,2.4,Healthy
7491,86.5,6.4,2067,2.3,Healthy
7317,86.3,8.6,2042,2.4,Healthy
7285,86,6.7,1831,1.5,Healthy
7780,85.6,5.3,1827,2.9,Healthy
7854,86.4,4.3,2041,1.2,Healthy
7783,86,6.2,1582,1.3,Healthy
7699,85.9,8.1,1705,1.3,Healthy
6915,86.1,5.8,1862,2.1,Healthy
7170,85.8,7.4,1871,1.6,Healthy
6910,86.2,7,1701,1.6,Healthy
7634,86,6.1,2096,2.3,Healthy
7632,85.9,7.2,1553,1.7,Healthy
7617,85.6,8.7,1892,1.1,Healthy
7280,86.4,4.5,1603,3,Healthy
7297,85.6,5.9,1993,2,Healthy
7297,86,4.9,2077,1.1,Healthy
7508,85.5,5.1,2062,2.9,Healthy
7806,85.9,8.5,1774,1.5,Healthy
7119,86.2,8.7,1915,1.9,Healthy
7810,86.3,5.4,1726,1.6,Healthy
6998,86.1,6.5,1713,1.1,Healthy
7219,86,7.3,1846,1.1,Healthy
6923,86.3,4.3,1669,2,Healthy
6953,85.9,6.7,1608,1.5,Healthy
7243,86,4.7,2077,1.2,Healthy
7809,86.2,6,1572,2.4,Healthy
7575,86,6.8,1772,1.8,Healthy
7039,86,4.8,1790,1.9,Healthy
7565,85.6,4.9,1671,1.1,Healthy
6982,86.5,6.1,2049,2.4,Healthy
7309,86.2,8,1842,2.9,Healthy
7705,86.4,6.6,1915,2.4,Healthy
7099,86.4,6.8,1878,2,Healthy
6884,85.6,7.6,1641,1.2,Healthy
7765,85.7,8.8,1899,1.2,Healthy
7759,86,4,2138,2.5,Healthy
7743,85.6,7.7,1984,1.6,Healthy
7539,86,5.3,2037,1,Healthy
7863,85.8,8.1,1933,1.8,Healthy
7847,86.4,6.1,1648,1.7,Healthy
6955,86.4,7.1,2009,2.3,Healthy
7683,85.8,4.7,1960,1.8,Healthy
7605,85.8,6.6,1543,1.5,Healthy
7523,85.6,5,1674,1.5,Healthy
7511,86.4,5.5,1742,1.4,Healthy
7623,86.5,5.3,2030,2.3,Healthy
7555,86.1,7,1922,2.7,Healthy
7442,85.6,4.3,2069,3,Healthy
7282,85.8,6.4,1829,1.3,Healthy
7292,86.4,5.3,2118,2.4,Healthy
7681,86.4,4.9,1849,1.2,Healthy
7766,86,4.5,1656,1.6,Healthy
7516,85.7,4.9,2022,2.8,Healthy
7375,85.8,6.8,2050,1.7,Healthy
7024,85.5,6.2,1677,2.2,Healthy
7550,85.9,7.9,1566,1.2,Healthy
7163,85.9,5.6,1649,1.3,Healthy
7428,86.1,5.9,2126,1.6,Healthy
7253,86.2,7.3,1898,1.6,Healthy
7410,85.5,5.9,1844,1.8,Healthy
7438,86.1,7.4,1598,2.8,Healthy
7382,86.3,4.6,1693,2.9,Healthy
7311,85.7,7.3,1658,2.3,Healthy
7206,85.5,6.3,1681,1.3,Healthy
7430,86.4,5.9,1791,1.7,Healthy
6936,85.9,5.6,1841,2.7,Healthy
6859,85.9,7.5,2033,3,Healthy
7033,85.7,7.2,1881,2.8,Healthy
7086,85.5,8.2,1770,1.4,Healthy
7280,85.7,7.6,1640,1.9,Healthy
7082,85.7,7.5,1981,1.2,Healthy
7177,86.4,8,1805,2.5,Healthy
7625,85.8,8.3,1818,1.3,Healthy
6971,86.1,7.8,1994,1.6,Healthy
6907,86.2,8.1,1816,1.1,Healthy
7382,86.2,5.6,2028,1.4,Healthy
6976,85.9,4.4,1850,1.2,Healthy
7005,85.8,5.8,1769,1.8,Healthy
6969,86.2,5.8,1891,2.9,Healthy
7192,85.5,7.7,1752,1,Healthy
7593,86.4,8.6,1838,2.5,Healthy
7505,86.3,6.4,1705,2.2,Healthy
7281,86.1,7.7,2012,2.8,Healthy
6951,85.6,5.2,1818,2.8,Healthy
6949,86.5,5.3,1683,1.2,Healthy
7321,86.1,7.7,1982,1.6,Healthy
7132,86.2,6.8,1860,1.4,Healthy
6927,85.7,4.1,1736,2.3,Healthy
6963,85.5,8.4,1925,2.3,Healthy
7427,86.3,7.7,1649,1.9,Healthy
7771,86,5.6,1675,1.9,Healthy
7052,86,5.9,2054,1.1,Healthy
7024,86,4.1,2020,2.4,Healthy
7426,85.7,5.5,1700,1.3,Healthy
6980,86.5,4.2,2080,2.7,Healthy
7495,85.7,7,1918,2.7,Healthy
6857,86.3,6.1,2096,1.7,Healthy
7230,86.4,6.8,1598,1,Healthy
7009,86.4,6.1,2071,1.5,Healthy
7630,86.2,8.2,1608,2.3,Healthy
7509,85.9,7.9,2117,1.8,Healthy
7257,86,6.2,1797,1.1,Healthy
7506,86.3,4.1,1732,1.2,Healthy
7807,85.9,8.5,1970,2.4,Healthy
7445,85.7,4.6,2075,2.5,Healthy
7397,85.7,4.2,2087,1.3,Healthy
7726,85.6,7.6,1862,2.3,Healthy
7269,85.6,6,2088,2.7,Healthy
7219,86.1,7.8,1976,1.7,Healthy
7674,85.8,5.1,2030,2.9,Healthy
7347,86.4,6.2,2094,2.7,Healthy
7744,85.9,5.6,1862,2.5,Healthy
7205,85.7,4.3,1563,1.6,Healthy
7611,85.8,6.7,1754,2.4,Healthy
7672,86.1,4.4,2043,2.8,Healthy
6984,85.7,8.6,1977,2.5,Healthy
7722,86,5.7,1591,2.2,Healthy
7268,86.3,7.6,2124,1.2,Healthy
7306,85.5,5.8,1852,1.8,Healthy
7192,86.3,4.2,1983,2,Healthy
7808,85.6,6.9,1679,2.2,Healthy
7758,85.5,6.5,1582,1.3,Healthy
7012,85.8,8.7,1729,1.3,Healthy
6993,85.9,6.5,2021,2.2,Healthy
7688,86,6.9,1723,1.4,Healthy
6867,86.1,6.4,2007,1.4,Healthy
7477,85.5,6.4,2104,1.1,Healthy
7322,86.2,4.1,1595,2.9,Healthy
6940,85.7,7.5,1927,2.8,Healthy
7691,85.8,5.5,1695,1.4,Healthy
6940,85.7,4.4,1638,2.8,Healthy
6873,86.1,7.2,1965,1.5,Healthy
7101,86.2,4.5,1730,2.6,Healthy
6841,85.8,8.8,1868,2.2,Healthy
7587,85.7,4.8,2085,2.7,Healthy
7763,85.7,5.7,1810,1.4,Healthy
6836,85.6,6.1,1909,2.1,Healthy
7697,86.2,4.7,1867,1.9,Healthy
7420,86.4,7.4,2120,1.6,Healthy
7277,86.2,5.2,1605,2,Healthy
7360,85.6,4.6,1873,2.1,Healthy
7663,85.9,8.1,1771,1.1,Healthy
7486,86.3,6,2127,1.6,Healthy
7499,86.1,4.3,1702,1.2,Healthy
7119,86.2,4.3,1896,2.7,Healthy
7356,85.9,6.3,2055,1.8,Healthy
7576,86.3,4.3,1982,1.7,Healthy
7247,86,7.4,1729,2.5,Healthy
7256,85.5,6.4,2079,2.6,Healthy
6825,86,7.6,1789,2.9,Healthy
6981,86.2,7.3,2060,1.9,Healthy
7210,85.6,5.9,1604,1.6,Healthy
7055,85.7,5.3,1923,1.4,Healthy
7383,85.5,6,1996,1.2,Healthy
6934,86,7.1,2088,2.9,Healthy
7603,86.1,5.2,1554,1.1,Healthy
7282,86.4,7.9,1644,2.7,Healthy
7443,86.1,7.6,2122,2.8,Healthy
7574,86,6.5,2123,2.9,Healthy
7491,86,7.5,2089,1.8,Healthy
7149,86.3,8.4,1896,2.7,Healthy
7380,86.4,7.6,1911,1.1,Healthy
6884,86.1,4.4,1564,2.3,Healthy
7322,86.4,8,1863,1.5,Healthy
7111,85.9,4.6,2012,2.5,Healthy
7810,85.7,5.6,2017,2.9,Healthy
6936,86.4,4.5,1927,2.6,Healthy
7634,86.5,7.4,1727,1.2,Healthy
7212,85.7,4.2,1773,2,Healthy
7474,86.2,5,1543,1.6,Healthy
7803,85.5,8.3,1906,2.3,Healthy
7173,85.9,7.8,1877,2.5,Healthy
7322,86.2,6.7,1815,2.7,Healthy
6809,86,4.8,2109,1.3,Healthy
6963,86.3,6.6,2081,1.7,Healthy
6874,85.8,5,1957,1.9,Healthy
7304,86.1,4.9,1609,1.8,Healthy
6879,85.7,6,1652,1.9,Healthy
7596,86,8.7,1906,1.5,Healthy
7368,85.7,6,2005,1.1,Healthy
6908,85.6,8.2,1987,2.8,Healthy
6980,86.1,5.1,1692,2.7,Healthy
7284,85.6,4.3,1539,1.1,Healthy
7720,85.7,6.1,1777,2.7,Healthy
7728,85.9,5.1,2116,2.4,Healthy
7067,85.8,4.5,1896,1.2,Healthy
6933,86.3,6.3,1604,1.4,Healthy
7393,86.3,4.7,1618,2,Healthy
7433,85.9,8.3,1904,2.6,Healthy
6982,86.4,6.9,1586,2.7,Healthy
6816,86.1,4.7,1822,1.6,Healthy
7695,85.5,7.3,1588,2.1,Healthy
6873,85.9,7.9,1563,1.9,Healthy
6834,85.7,7.2,1600,1.3,Healthy
7338,85.7,6.6,1926,1.1,Healthy
6848,86,7.8,1692,1.2,Healthy
7561,86.2,8.9,1835,1.1,Healthy
7683,85.8,6.7,2001,2.2,Healthy
7348,86.4,8.8,1633,1,Healthy
7732,86,7.8,2028,1.6,Healthy
7421,86.2,8.7,1729,2.1,Healthy
6801,85.6,8.8,1596,1.1,Healthy
7544,85.9,8,1682,3,Healthy
7029,86.1,4.7,1828,1.9,Healthy
7023,86.3,4.2,1578,2.4,Healthy
7183,85.7,5.7,1994,1.9,Healthy
7484,86.4,6.6,2037,1.6,Healthy
7011,85.7,6.5,1801,2.1,Healthy
7155,85.8,5.7,1560,2,Healthy
7067,85.5,6.5,1993,1.7,Healthy
7016,86.3,6.2,1753,2,Healthy
7679,85.7,5.7,1940,2.1,Healthy
7141,85.6,5.4,1937,1.2,Healthy
7206,85.7,8.2,1884,2.3,Healthy
7370,86.2,8.1,1778,2.9,Healthy
7141,86.4,7.9,1875,1.9,Healthy
6886,85.9,4.4,1838,1.2,Healthy
7666,85.6,7.2,1666,2.6,Healthy
7603,85.9,5.5,1999,2.8,Healthy
7386,85.6,7.8,1633,2.6,Healthy
6847,86.1,8.6,2104,2,Healthy
6904,85.7,6.7,1705,1.4,Healthy
7568,86.3,6.8,1686,2.5,Healthy
7222,86.2,7.7,1688,1.2,Healthy
6858,85.6,7,1943,1.8,Healthy
7674,85.8,5.7,1931,2.8,Healthy
7031,85.9,8.5,1991,1.6,Healthy
7107,86.3,4.2,1558,2.5,Healthy
7342,85.8,7.6,1919,2.2,Healthy
7590,85.8,6.8,1623,2.2,Healthy
7237,85.8,4.6,1641,1.6,Healthy
7710,86.3,6,2059,3,Healthy
7474,86.2,4.5,1886,1.2,Healthy
6885,86.3,7.3,1935,2.5,Healthy
7569,86.3,7.9,1618,2.2,Healthy
6847,86.1,7.7,2054,2.1,Healthy
7315,85.5,4.6,1692,3,Healthy
7570,85.6,6.7,1777,2,Healthy
7160,85.6,7.9,2041,1.2,Healthy
7030,86.1,7.5,1911,1.8,Healthy
6893,86.4,6.3,1627,2.9,Healthy
7593,85.9,6.1,1635,1.6,Healthy
7184,86.2,7.1,1629,2.5,Healthy
7680,85.8,5.3,1553,1.3,Healthy
7269,85.9,6.8,1700,1.9,Healthy
7154,86.1,5.1,2042,2.3,Healthy
7581,86.4,8.5,1755,2.9,Healthy
7262,86.2,6.6,2008,2.5,Healthy
6828,85.6,4.2,1957,2.4,Healthy
7406,85.7,8,1978,1.7,Healthy
7183,86.1,5.2,1642,1.1,Healthy
7593,85.7,4.2,1957,2.4,Healthy
6945,85.7,7.9,1933,1.3,Healthy
7362,86.2,4.8,2009,2.9,Healthy
6870,86.1,4.5,2099,1.2,Healthy
7364,85.9,5.4,2030,1.8,Healthy
7394,86.2,5.9,2044,3,Healthy
6936,86.1,7.3,1520,1.8,Healthy
7526,86.4,4.7,1766,1,Healthy
7665,85.9,6.1,1966,1.4,Healthy
7717,85.9,6.1,2104,2.4,Healthy
